title,description,category,cloud_provider,severity,is_misconfiguration,public_exposure,privilege_escalation,data_exposure,dos,unencrypted,iam,s3_bucket,ssrf_rce
,Alibaba Cloud ECS with misconfigured user data allowing command injection.,Code Injection,Alibaba Cloud,20,1,0,0,0,0,0,0,0,1
,AWS EKS with misconfigured pod security policy allowing privilege escalation.,Privilege Escalation,AWS,25,1,0,1,0,0,0,1,0,0
,Azure API Management with misconfigured CORS policy allowing data exfiltration.,Data Exfiltration,Azure,0,1,0,0,0,0,0,1,0,0
,GCP Cloud SQL with misconfigured SSL requirement exposing data.,Encryption,GCP,0,1,0,0,0,0,0,0,0,0
,Oracle Cloud Identity with misconfigured authentication policy allowing weak passwords.,Authentication,Oracle Cloud,0,1,0,0,0,0,0,1,0,0
,IBM Cloud Functions with misconfigured environment exposing sensitive data.,Data Exposure,IBM Cloud,25,1,0,0,1,0,0,0,0,0
,Alibaba Cloud OSS with misconfigured bucket lifecycle policy exposing data.,Data Exposure,Alibaba Cloud,25,1,0,0,1,0,0,1,1,0
,AWS SNS with misconfigured topic policy allowing unauthorized publishing.,Access Control,AWS,0,1,0,0,0,0,0,1,0,0
,Azure Event Hub with misconfigured partition access allowing data leakage.,Data Exposure,Azure,25,1,0,0,1,0,0,0,0,0
,GCP BigQuery with misconfigured table access allowing unauthorized queries.,Access Control,GCP,0,1,0,0,0,0,0,0,0,0
,Oracle Cloud Object Storage with misconfigured bucket policy allowing data exposure.,Data Exposure,Oracle Cloud,25,1,0,0,1,0,0,1,1,0
,IBM Cloud Kubernetes with misconfigured readiness probe allowing DoS attacks.,Denial of Service,IBM Cloud,10,1,0,0,0,1,0,0,0,0
,Alibaba Cloud ECS with misconfigured IAM role allowing privilege escalation.,Privilege Escalation,Alibaba Cloud,25,1,0,1,0,0,0,1,0,0
,AWS CloudFormation with misconfigured template exposing sensitive parameters.,Data Exposure,AWS,25,1,0,0,1,0,0,0,0,0
,Azure Machine Learning with misconfigured dataset access allowing data leakage.,Data Exposure,Azure,25,1,0,0,1,0,0,0,0,0
,GCP Cloud Monitoring with misconfigured alert policy exposing sensitive data.,Data Exposure,GCP,55,1,1,0,1,0,0,1,0,0
,Oracle Cloud Functions with misconfigured trigger policy allowing unauthorized invocation.,Access Control,Oracle Cloud,0,1,0,0,0,0,0,1,0,0
,IBM Cloud VPC with misconfigured network ACL allowing lateral movement.,Network Security,IBM Cloud,0,1,0,0,0,0,0,0,0,0
,Alibaba Cloud RDS with misconfigured encryption policy exposing data.,Encryption,Alibaba Cloud,0,1,0,0,0,0,0,1,0,0
,AWS Redshift with misconfigured snapshot policy exposing data.,Data Exposure,AWS,25,1,0,0,1,0,0,1,0,0
,Azure Data Lake with misconfigured storage account access allowing data exfiltration.,Data Exfiltration,Azure,0,1,0,0,0,0,0,0,0,0
,GCP Cloud Composer with misconfigured web server access allowing unauthorized access.,Access Control,GCP,0,1,0,0,0,0,0,0,0,0
,Oracle Cloud VCN with misconfigured internet gateway allowing data exfiltration.,Data Exfiltration,Oracle Cloud,0,1,0,0,0,0,0,0,0,0
,IBM Cloud Kubernetes with misconfigured node selector allowing resource exhaustion.,Denial of Service,IBM Cloud,10,1,0,0,0,1,0,0,0,0
,Alibaba Cloud OSS with misconfigured bucket access log exposing request metadata.,Data Exposure,Alibaba Cloud,55,1,1,0,1,0,0,0,1,0
,AWS S3 bucket with misconfigured versioning policy allowing data exposure.,Data Exposure,AWS,25,1,0,0,1,0,0,1,1,0
,Azure Stream Analytics with misconfigured input allowing data leakage.,Data Exposure,Azure,25,1,0,0,1,0,0,0,0,0
,GCP Cloud Armor with misconfigured SQL injection protection allowing attacks.,Injection,GCP,0,1,0,0,0,0,0,0,0,0
,Oracle Cloud File Storage with misconfigured snapshot retention exposing data.,Data Exposure,Oracle Cloud,25,1,0,0,1,0,0,0,0,0
,IBM Cloud Databases with misconfigured SSL exposing data.,Encryption,IBM Cloud,0,1,0,0,0,0,0,0,0,0
,Alibaba Cloud ECS with misconfigured network interface allowing traffic interception.,Network Security,Alibaba Cloud,0,1,0,0,0,0,0,0,0,0
,AWS ElastiCache with misconfigured cluster access allowing unauthorized connections.,Access Control,AWS,0,1,0,0,0,0,0,0,0,0
,Azure Databricks with misconfigured cluster policy allowing privilege escalation.,Privilege Escalation,Azure,25,1,0,1,0,0,0,1,0,0
,GCP Cloud VPN with misconfigured IKE version allowing weak encryption.,Encryption,GCP,0,1,0,0,0,0,0,0,0,0
,Oracle Cloud Compute with misconfigured instance metadata exposing credentials.,Data Exposure,Oracle Cloud,25,1,0,0,1,0,0,0,0,0
,IBM Cloud Functions with misconfigured logging policy exposing sensitive data.,Data Exposure,IBM Cloud,25,1,0,0,1,0,0,1,1,0
,Alibaba Cloud OSS with misconfigured bucket policy allowing data tampering.,Data Exposure,Alibaba Cloud,25,1,0,0,1,0,0,1,1,0
,AWS CodeBuild with misconfigured environment variable exposing secrets.,Data Exposure,AWS,25,1,0,0,1,0,0,0,0,0
,Azure Cognitive Services with misconfigured endpoint allowing unauthorized access.,Access Control,Azure,0,1,0,0,0,0,0,0,0,0
,GCP Cloud Spanner with misconfigured IAM policy allowing unauthorized access.,Access Control,GCP,0,1,0,0,0,0,0,1,0,0
,Oracle Cloud API Gateway with misconfigured rate limiting allowing DoS attacks.,Denial of Service,Oracle Cloud,10,1,0,0,0,1,0,0,0,0
,IBM Cloud Security Group with misconfigured ingress rule allowing unauthorized access.,Access Control,IBM Cloud,0,1,0,0,0,0,0,0,0,0
,Alibaba Cloud ECS with misconfigured disk encryption exposing data.,Encryption,Alibaba Cloud,0,1,0,0,0,0,0,0,0,0
,AWS S3 bucket with misconfigured event trigger allowing unauthorized actions.,Access Control,AWS,0,1,0,0,0,0,0,0,1,0
,Azure Virtual Network with misconfigured subnet delegation allowing privilege escalation.,Privilege Escalation,Azure,25,1,0,1,0,0,0,0,0,0
,GCP Cloud DNS with misconfigured DNSSEC exposing domain data.,Data Exposure,GCP,25,1,0,0,1,0,0,0,0,0
,Oracle Cloud Identity with misconfigured role policy allowing privilege escalation.,Privilege Escalation,Oracle Cloud,25,1,0,1,0,0,0,1,0,0
,IBM Cloud VPC with misconfigured endpoint gateway allowing unauthorized access.,Access Control,IBM Cloud,0,1,0,0,0,0,0,0,0,0
,Alibaba Cloud RDS with misconfigured audit policy exposing sensitive queries.,Data Exposure,Alibaba Cloud,55,1,1,0,1,0,0,1,1,0
,AWS SNS with misconfigured subscription policy allowing data exfiltration.,Data Exfiltration,AWS,0,1,0,0,0,0,0,1,0,0
,Azure Virtual Machine with misconfigured boot diagnostics exposing sensitive data.,Data Exposure,Azure,25,1,0,0,1,0,0,0,0,0
,GCP Cloud SQL with misconfigured database flag allowing privilege escalation.,Privilege Escalation,GCP,25,1,0,1,0,0,0,0,0,0
,Oracle Cloud File Storage with misconfigured NFS export allowing data exposure.,Data Exposure,Oracle Cloud,25,1,0,0,1,0,0,0,0,0
,IBM Cloud Kubernetes with misconfigured taint policy allowing resource exhaustion.,Denial of Service,IBM Cloud,10,1,0,0,0,1,0,1,0,0
,Alibaba Cloud OSS with misconfigured notification policy allowing data exfiltration.,Data Exfiltration,Alibaba Cloud,0,1,0,0,0,0,0,1,0,0
,AWS EKS with misconfigured audit policy exposing sensitive data.,Data Exposure,AWS,55,1,1,0,1,0,0,1,1,0
,Azure API Management with misconfigured logging policy exposing sensitive data.,Data Exposure,Azure,25,1,0,0,1,0,0,1,0,0
,GCP Cloud Run with misconfigured concurrency limit allowing DoS attacks.,Denial of Service,GCP,10,1,0,0,0,1,0,0,0,0
,Oracle Cloud Load Balancer with misconfigured access log policy exposing sensitive data.,Data Exposure,Oracle Cloud,55,1,1,0,1,0,0,1,1,0
,IBM Cloud VPC with misconfigured floating IP policy allowing unauthorized access.,Access Control,IBM Cloud,0,1,0,0,0,0,0,1,0,0
,Alibaba Cloud RDS with misconfigured monitoring policy exposing database metrics.,Data Exposure,Alibaba Cloud,25,1,0,0,1,0,0,1,0,0
,AWS SNS with misconfigured message policy exposing sensitive data.,Data Exposure,AWS,25,1,0,0,1,0,0,1,0,0
,Azure Virtual Network with misconfigured network security group allowing data exfiltration.,Data Exfiltration,Azure,0,1,0,0,0,0,0,0,0,0
,GCP Cloud SQL with misconfigured binary log retention exposing data.,Data Exposure,GCP,25,1,0,0,1,0,0,0,0,0
,Oracle Cloud File Storage with misconfigured snapshot policy allowing data tampering.,Data Exposure,Oracle Cloud,25,1,0,0,1,0,0,1,0,0
,IBM Cloud Databases with misconfigured audit logging exposing sensitive data.,Data Exposure,IBM Cloud,25,1,0,0,1,0,0,0,1,0
,Alibaba Cloud ECS with misconfigured auto-scaling policy allowing DoS attacks.,Denial of Service,Alibaba Cloud,10,1,0,0,0,1,0,1,0,0
,AWS Lambda with misconfigured logging policy exposing sensitive data.,Data Exposure,AWS,55,1,1,0,1,0,0,1,1,0
,Azure Kubernetes with misconfigured pod security context allowing privilege escalation.,Privilege Escalation,Azure,25,1,0,1,0,0,0,0,0,0
,GCP Cloud Run with misconfigured IAM binding allowing unauthorized access.,Access Control,GCP,0,1,0,0,0,0,0,1,0,0
,Oracle Cloud Load Balancer with misconfigured health check policy allowing DoS attacks.,Denial of Service,Oracle Cloud,10,1,0,0,0,1,0,1,0,0
,IBM Cloud Functions with misconfigured environment variable exposing secrets.,Data Exposure,IBM Cloud,25,1,0,0,1,0,0,0,0,0
,Alibaba Cloud OSS with misconfigured bucket policy allowing data exfiltration.,Data Exfiltration,Alibaba Cloud,0,1,0,0,0,0,0,1,1,0
,AWS API Gateway with misconfigured access logging exposing sensitive data.,Data Exposure,AWS,55,1,1,0,1,0,0,0,1,0
,Azure App Service with misconfigured CORS policy allowing data exfiltration.,Data Exfiltration,Azure,0,1,0,0,0,0,0,1,0,0
,GCP Cloud Storage with misconfigured bucket ACL allowing data tampering.,Data Exposure,GCP,25,1,0,0,1,0,0,0,1,0
,Oracle Cloud Database with misconfigured audit policy allowing undetected access.,Monitoring,Oracle Cloud,0,1,0,0,0,0,0,1,0,0
,AWS ECS with misconfigured task execution role allowing privilege escalation.,Privilege Escalation,AWS,25,1,0,1,0,0,0,1,0,0
,Azure Function with misconfigured trigger binding allowing code injection.,Code Injection,Azure,0,1,0,0,0,0,0,0,0,0
,GCP Cloud Run with misconfigured autoscaling policy allowing resource exhaustion.,Denial of Service,GCP,10,1,0,0,0,1,0,1,0,0
,Oracle Cloud Compute with misconfigured VNIC attachment allowing traffic interception.,Network Security,Oracle Cloud,0,1,0,0,0,0,0,0,0,0
,IBM Cloud Object Storage with misconfigured bucket versioning exposing deleted objects.,Data Exposure,IBM Cloud,25,1,0,0,1,0,0,0,1,0
,Alibaba Cloud SLB with misconfigured health check interval allowing DoS attacks.,Denial of Service,Alibaba Cloud,10,1,0,0,0,1,0,0,0,0
,AWS S3 bucket with misconfigured bucket policy allowing data tampering.,Data Exposure,AWS,25,1,0,0,1,0,0,1,1,0
,Azure SQL Database with misconfigured firewall rule allowing unauthorized access.,Access Control,Azure,0,1,0,0,0,0,0,0,0,0
,GCP Cloud Functions with misconfigured trigger allowing unauthorized invocation.,Access Control,GCP,0,1,0,0,0,0,0,0,0,0
,Oracle Cloud VCN with misconfigured egress rule allowing data exfiltration.,Data Exfiltration,Oracle Cloud,0,1,0,0,0,0,0,0,0,0
,IBM Cloud Kubernetes with misconfigured service account allowing privilege escalation.,Privilege Escalation,IBM Cloud,50,1,0,1,1,0,0,0,0,0
,Alibaba Cloud RDS with misconfigured audit logging exposing sensitive queries.,Data Exposure,Alibaba Cloud,55,1,1,0,1,0,0,0,1,0
,AWS API Gateway with misconfigured IAM policy allowing unauthorized access.,Access Control,AWS,0,1,0,0,0,0,0,1,0,0
,Azure Cosmos DB with misconfigured role definition allowing privilege escalation.,Privilege Escalation,Azure,25,1,0,1,0,0,0,1,0,0
,GCP Cloud Storage with misconfigured IAM binding allowing data exposure.,Data Exposure,GCP,25,1,0,0,1,0,0,1,1,0
,Oracle Cloud Database with misconfigured backup retention exposing old data.,Data Exposure,Oracle Cloud,25,1,0,0,1,0,0,0,0,0
,IBM Cloud Functions with misconfigured action binding allowing unauthorized invocation.,Access Control,IBM Cloud,0,1,0,0,0,0,0,0,0,0
,Alibaba Cloud OSS with misconfigured bucket encryption exposing data.,Encryption,Alibaba Cloud,0,1,0,0,0,0,0,0,1,0
,AWS CloudTrail with misconfigured log validation allowing log tampering.,Monitoring,AWS,0,1,0,0,0,0,0,0,1,0
,Azure Virtual Machine with misconfigured network security group allowing RDP brute force.,Authentication,Azure,0,1,0,0,0,0,0,0,0,0
,GCP Cloud Functions with misconfigured memory limit allowing resource exhaustion.,Denial of Service,GCP,10,1,0,0,0,1,0,0,0,0
,Oracle Cloud Load Balancer with misconfigured backend policy allowing unauthorized access.,Access Control,Oracle Cloud,0,1,0,0,0,0,0,1,0,0
,IBM Cloud VPC with misconfigured VPN gateway allowing weak encryption.,Encryption,IBM Cloud,0,1,0,0,0,0,0,0,0,0
,Alibaba Cloud ECS with misconfigured user data allowing code injection.,Code Injection,Alibaba Cloud,0,1,0,0,0,0,0,0,0,0
,AWS EKS with misconfigured node group allowing privilege escalation.,Privilege Escalation,AWS,25,1,0,1,0,0,0,0,0,0
,Azure API Management with misconfigured logging exposing sensitive data.,Data Exposure,Azure,25,1,0,0,1,0,0,0,0,0
,GCP Cloud SQL with misconfigured network authorization allowing unauthorized access.,Access Control,GCP,0,1,0,0,0,0,0,0,0,0
,Oracle Cloud Identity with misconfigured MFA policy allowing weak authentication.,Authentication,Oracle Cloud,0,1,0,0,0,0,0,1,0,0
,IBM Cloud Functions with misconfigured logging exposing sensitive data.,Data Exposure,IBM Cloud,25,1,0,0,1,0,0,0,1,0
,Alibaba Cloud OSS with misconfigured lifecycle rule allowing data exposure.,Data Exposure,Alibaba Cloud,25,1,0,0,1,0,0,0,1,0
,AWS SNS with misconfigured topic policy allowing unauthorized access.,Access Control,AWS,0,1,0,0,0,0,0,1,0,0
,Azure Event Hub with misconfigured consumer group allowing data leakage.,Data Exposure,Azure,25,1,0,0,1,0,0,0,0,0
,GCP BigQuery with misconfigured dataset access allowing unauthorized queries.,Access Control,GCP,0,1,0,0,0,0,0,0,0,0
,Oracle Cloud Object Storage with misconfigured bucket policy allowing data tampering.,Data Exposure,Oracle Cloud,25,1,0,0,1,0,0,1,1,0
,IBM Cloud Kubernetes with misconfigured liveness probe allowing resource exhaustion.,Denial of Service,IBM Cloud,10,1,0,0,0,1,0,0,0,0
,Alibaba Cloud ECS with misconfigured instance role allowing privilege escalation.,Privilege Escalation,Alibaba Cloud,25,1,0,1,0,0,0,1,0,0
,AWS CloudFormation with misconfigured parameter exposing sensitive data.,Data Exposure,AWS,25,1,0,0,1,0,0,0,0,0
,Azure Machine Learning with misconfigured pipeline allowing code injection.,Code Injection,Azure,0,1,0,0,0,0,0,0,0,0
,GCP Cloud Monitoring with misconfigured notification channel exposing alerts.,Data Exposure,GCP,55,1,1,0,1,0,0,0,0,0
,Oracle Cloud Functions with misconfigured environment variables exposing secrets.,Data Exposure,Oracle Cloud,25,1,0,0,1,0,0,0,0,0
,IBM Cloud VPC with misconfigured network ACL allowing traffic interception.,Network Security,IBM Cloud,0,1,0,0,0,0,0,0,0,0
,Alibaba Cloud RDS with misconfigured encryption key allowing data exposure.,Encryption,Alibaba Cloud,25,1,0,0,1,0,0,0,0,0
,AWS Redshift with misconfigured IAM role allowing privilege escalation.,Privilege Escalation,AWS,25,1,0,1,0,0,0,1,0,0
,Azure Data Lake with misconfigured access control allowing data exposure.,Data Exposure,Azure,25,1,0,0,1,0,0,0,0,0
,GCP Cloud Composer with misconfigured Airflow DAG allowing code execution.,Code Injection,GCP,0,1,0,0,0,0,0,0,0,0
,Oracle Cloud VCN with misconfigured route table allowing traffic interception.,Network Security,Oracle Cloud,0,1,0,0,0,0,0,0,0,0
,IBM Cloud Kubernetes with misconfigured pod security policy allowing privilege escalation.,Privilege Escalation,IBM Cloud,25,1,0,1,0,0,0,1,0,0
,Alibaba Cloud OSS with misconfigured bucket logging exposing access patterns.,Data Exposure,Alibaba Cloud,55,1,1,0,1,0,0,0,1,0
,AWS S3 bucket with misconfigured lifecycle policy exposing archived data.,Data Exposure,AWS,25,1,0,0,1,0,0,1,1,0
,Azure Stream Analytics with misconfigured output sink allowing data exfiltration.,Data Exfiltration,Azure,0,1,0,0,0,0,0,0,0,0
,GCP Cloud Armor with misconfigured XSS protection allowing attacks.,Injection,GCP,0,1,0,0,0,0,0,0,0,0
,Oracle Cloud File Storage with misconfigured export options allowing unauthorized access.,Access Control,Oracle Cloud,0,1,0,0,0,0,0,0,0,0
,IBM Cloud Databases with misconfigured connection string exposing credentials.,Data Exposure,IBM Cloud,55,1,1,0,1,0,0,0,0,0
,Alibaba Cloud ECS with misconfigured security group allowing SSH brute force.,Authentication,Alibaba Cloud,0,1,0,0,0,0,0,0,0,0
,AWS ElastiCache with misconfigured Memcached access allowing unauthorized connections.,Access Control,AWS,0,1,0,0,0,0,0,0,0,0
,Azure Databricks with misconfigured workspace access allowing data leakage.,Data Exposure,Azure,25,1,0,0,1,0,0,0,0,0
,GCP Cloud VPN with misconfigured tunnel allowing traffic interception.,Network Security,GCP,0,1,0,0,0,0,0,0,0,0
,Oracle Cloud Compute with misconfigured instance pool allowing resource exhaustion.,Denial of Service,Oracle Cloud,10,1,0,0,0,1,0,0,0,0
,IBM Cloud Functions with misconfigured trigger rule allowing unauthorized invocation.,Access Control,IBM Cloud,0,1,0,0,0,0,0,0,0,0
,Alibaba Cloud OSS with misconfigured bucket policy allowing data exposure.,Data Exposure,Alibaba Cloud,25,1,0,0,1,0,0,1,1,0
,AWS CodeBuild with misconfigured buildspec allowing code injection.,Code Injection,AWS,0,1,0,0,0,0,0,0,0,0
,Azure Cognitive Services with misconfigured key rotation policy exposing keys.,Data Exposure,Azure,25,1,0,0,1,0,0,1,0,0
,GCP Cloud Spanner with misconfigured backup retention exposing data.,Data Exposure,GCP,25,1,0,0,1,0,0,0,0,0
,Oracle Cloud API Gateway with misconfigured CORS policy allowing data exfiltration.,Data Exfiltration,Oracle Cloud,0,1,0,0,0,0,0,1,0,0
,IBM Cloud Security Group with misconfigured egress rule allowing data exfiltration.,Data Exfiltration,IBM Cloud,0,1,0,0,0,0,0,0,0,0
,Alibaba Cloud ECS with misconfigured instance metadata exposing sensitive data.,Data Exposure,Alibaba Cloud,25,1,0,0,1,0,0,0,0,0
,AWS S3 bucket with misconfigured notification policy triggering external services.,Data Exfiltration,AWS,0,1,0,0,0,0,0,1,1,0
,Azure Virtual Network with misconfigured peering allowing lateral movement.,Network Security,Azure,0,1,0,0,0,0,0,0,0,0
,GCP Cloud DNS with misconfigured zone policy exposing records.,Data Exposure,GCP,25,1,0,0,1,0,0,1,0,0
,Oracle Cloud Identity with misconfigured group membership allowing privilege escalation.,Privilege Escalation,Oracle Cloud,25,1,0,1,0,0,0,1,0,0
,IBM Cloud VPC with misconfigured flow logs exposing network metadata.,Data Exposure,IBM Cloud,25,1,0,0,1,0,0,0,1,0
,Alibaba Cloud RDS with misconfigured parameter group exposing sensitive settings.,Data Exposure,Alibaba Cloud,25,1,0,0,1,0,0,0,0,0
,AWS SNS with misconfigured delivery policy exposing messages.,Data Exposure,AWS,25,1,0,0,1,0,0,1,0,0
,Azure Virtual Machine with misconfigured disk encryption exposing data.,Encryption,Azure,0,1,0,0,0,0,0,0,0,0
,GCP Cloud SQL with misconfigured backup configuration exposing data.,Data Exposure,GCP,55,1,1,0,1,0,0,0,1,0
,Oracle Cloud File Storage with misconfigured access policy allowing data tampering.,Data Exposure,Oracle Cloud,25,1,0,0,1,0,0,1,0,0
,IBM Cloud Kubernetes with misconfigured resource limits allowing DoS attacks.,Denial of Service,IBM Cloud,10,1,0,0,0,1,0,0,0,0
,Alibaba Cloud OSS with misconfigured bucket versioning allowing data exposure.,Data Exposure,Alibaba Cloud,25,1,0,0,1,0,0,0,1,0
,AWS EKS with misconfigured network policy allowing lateral movement.,Network Security,AWS,0,1,0,0,0,0,0,1,0,0
,Azure API Management with misconfigured rate limiting allowing DoS attacks.,Denial of Service,Azure,10,1,0,0,0,1,0,0,0,0
,GCP Cloud Run with misconfigured service account allowing privilege escalation.,Privilege Escalation,GCP,25,1,0,1,0,0,0,0,0,0
,Oracle Cloud Load Balancer with misconfigured session persistence exposing sessions.,Session Management,Oracle Cloud,0,1,0,0,0,0,0,0,0,0
,IBM Cloud VPC with misconfigured public gateway allowing unauthorized access.,Access Control,IBM Cloud,30,1,1,0,0,0,0,0,0,0
,Alibaba Cloud RDS with misconfigured maintenance window allowing DoS attacks.,Denial of Service,Alibaba Cloud,10,1,0,0,0,1,0,0,0,0
,AWS SNS with misconfigured message attributes exposing sensitive data.,Data Exposure,AWS,25,1,0,0,1,0,0,0,0,0
,Azure Virtual Network with misconfigured service endpoint allowing data exfiltration.,Data Exfiltration,Azure,0,1,0,0,0,0,0,0,0,0
,GCP Cloud SQL with misconfigured user privileges allowing unauthorized access.,Access Control,GCP,25,1,0,1,0,0,0,0,0,0
,Oracle Cloud File Storage with misconfigured mount target allowing unauthorized access.,Access Control,Oracle Cloud,0,1,0,0,0,0,0,0,0,0
,IBM Cloud Databases with misconfigured backup retention exposing data.,Data Exposure,IBM Cloud,25,1,0,0,1,0,0,0,1,0
,Alibaba Cloud ECS with misconfigured snapshot policy allowing data exposure.,Data Exposure,Alibaba Cloud,25,1,0,0,1,0,0,1,0,0
,AWS Lambda with misconfigured function policy allowing unauthorized invocation.,Access Control,AWS,0,1,0,0,0,0,0,1,0,0
,Azure Kubernetes with misconfigured RBAC policy allowing privilege escalation.,Privilege Escalation,Azure,50,1,0,1,1,0,0,1,0,0
,GCP Cloud Run with misconfigured environment variables exposing secrets.,Data Exposure,GCP,25,1,0,0,1,0,0,0,0,0
,Oracle Cloud Load Balancer with misconfigured backend set allowing unauthorized access.,Access Control,Oracle Cloud,0,1,0,0,0,0,0,0,0,0
,IBM Cloud Functions with misconfigured trigger policy allowing unauthorized invocation.,Access Control,IBM Cloud,0,1,0,0,0,0,0,1,0,0
,Alibaba Cloud OSS with misconfigured CORS policy allowing data exfiltration.,Data Exfiltration,Alibaba Cloud,0,1,0,0,0,0,0,1,1,0
,AWS API Gateway with misconfigured throttling policy allowing DoS attacks.,Denial of Service,AWS,10,1,0,0,0,1,0,1,0,0
,Azure App Service with misconfigured authentication exposing sessions.,Session Management,Azure,0,1,0,0,0,0,0,0,0,0
,GCP Cloud Storage with misconfigured bucket policy allowing data exposure.,Data Exposure,GCP,25,1,0,0,1,0,0,1,1,0
,Oracle Cloud Database with misconfigured encryption policy exposing data.,Encryption,Oracle Cloud,0,1,0,0,0,0,0,1,0,0
,AWS ECS with misconfigured container port exposing internal services.,Data Exposure,AWS,25,1,0,0,1,0,0,0,0,0
,Azure Function with misconfigured CORS policy allowing data exfiltration.,Data Exfiltration,Azure,0,1,0,0,0,0,0,1,0,0
,GCP Cloud Run with misconfigured CPU limit allowing resource exhaustion.,Denial of Service,GCP,10,1,0,0,0,1,0,0,0,0
,Oracle Cloud Compute with misconfigured instance type allowing DoS attacks.,Denial of Service,Oracle Cloud,10,1,0,0,0,1,0,0,0,0
,IBM Cloud Object Storage with misconfigured bucket encryption exposing data.,Encryption,IBM Cloud,0,1,0,0,0,0,0,0,1,0
,Alibaba Cloud SLB with misconfigured listener exposing internal endpoints.,Data Exposure,Alibaba Cloud,25,1,0,0,1,0,0,0,0,0
,AWS S3 bucket with misconfigured object ACL allowing data exposure.,Data Exposure,AWS,25,1,0,0,1,0,0,0,1,0
,Azure SQL Database with misconfigured auditing exposing query logs.,Data Exposure,Azure,25,1,0,0,1,0,0,0,0,0
,GCP Cloud Functions with misconfigured IAM role allowing privilege escalation.,Privilege Escalation,GCP,25,1,0,1,0,0,0,1,0,0
,Oracle Cloud VCN with misconfigured NAT gateway allowing data exfiltration.,Data Exfiltration,Oracle Cloud,0,1,0,0,0,0,0,0,0,0
,IBM Cloud Kubernetes with misconfigured network policy allowing unauthorized access.,Access Control,IBM Cloud,0,1,0,0,0,0,0,1,0,0
,Alibaba Cloud RDS with misconfigured binary log exposing data.,Data Exposure,Alibaba Cloud,25,1,0,0,1,0,0,0,0,0
,AWS API Gateway with misconfigured caching exposing sensitive data.,Data Exposure,AWS,25,1,0,0,1,0,0,0,0,0
,Azure Cosmos DB with misconfigured indexing policy allowing unauthorized queries.,Access Control,Azure,0,1,0,0,0,0,0,1,0,0
,GCP Cloud Storage with misconfigured lifecycle rule exposing archived data.,Data Exposure,GCP,25,1,0,0,1,0,0,0,1,0
,Oracle Cloud Database with misconfigured TDE exposing data.,Encryption,Oracle Cloud,0,1,0,0,0,0,0,0,0,0
,IBM Cloud Functions with misconfigured concurrency limit allowing DoS attacks.,Denial of Service,IBM Cloud,10,1,0,0,0,1,0,0,0,0
,Alibaba Cloud OSS with misconfigured access policy allowing data tampering.,Data Exposure,Alibaba Cloud,25,1,0,0,1,0,0,1,1,0
,AWS CloudTrail with misconfigured S3 bucket policy exposing logs.,Data Exposure,AWS,25,1,0,0,1,0,0,1,1,0
,Azure Virtual Machine with misconfigured public IP allowing unauthorized access.,Access Control,Azure,30,1,1,0,0,0,0,0,0,0
,GCP Cloud Functions with misconfigured event trigger allowing unauthorized invocation.,Access Control,GCP,0,1,0,0,0,0,0,0,1,0
,Oracle Cloud Load Balancer with misconfigured listener allowing protocol downgrade.,Encryption,Oracle Cloud,0,1,0,0,0,0,0,0,0,0
,IBM Cloud VPC with misconfigured subnet routing allowing traffic interception.,Network Security,IBM Cloud,0,1,0,0,0,0,0,0,0,0
,Alibaba Cloud ECS with misconfigured metadata endpoint exposing credentials.,Data Exposure,Alibaba Cloud,25,1,0,0,1,0,0,0,0,0
,AWS EKS with misconfigured service account token allowing privilege escalation.,Privilege Escalation,AWS,50,1,0,1,1,0,0,0,0,0
,Azure API Management with misconfigured backend exposing internal services.,Data Exposure,Azure,25,1,0,0,1,0,0,0,0,0
,GCP Cloud SQL with misconfigured backup policy exposing data.,Data Exposure,GCP,55,1,1,0,1,0,0,1,1,0
,Oracle Cloud Identity with misconfigured group policy allowing privilege escalation.,Privilege Escalation,Oracle Cloud,25,1,0,1,0,0,0,1,0,0
,IBM Cloud Functions with misconfigured rate limiting allowing DoS attacks.,Denial of Service,IBM Cloud,10,1,0,0,0,1,0,0,0,0
,Alibaba Cloud OSS with misconfigured bucket versioning exposing deleted objects.,Data Exposure,Alibaba Cloud,25,1,0,0,1,0,0,0,1,0
,AWS SNS with misconfigured delivery policy causing message loss.,Data Loss,AWS,0,1,0,0,0,0,0,1,0,0
,Azure Event Hub with misconfigured SAS token exposing data.,Data Exposure,Azure,25,1,0,0,1,0,0,0,0,0
,GCP BigQuery with misconfigured view access allowing unauthorized queries.,Access Control,GCP,0,1,0,0,0,0,0,0,0,0
,Oracle Cloud Object Storage with misconfigured CORS policy allowing data exfiltration.,Data Exfiltration,Oracle Cloud,0,1,0,0,0,0,0,1,1,0
,IBM Cloud Kubernetes with misconfigured pod affinity causing resource exhaustion.,Denial of Service,IBM Cloud,10,1,0,0,0,1,0,0,0,0
,Alibaba Cloud ECS with misconfigured instance type causing DoS attacks.,Denial of Service,Alibaba Cloud,10,1,0,0,0,1,0,0,0,0
,AWS CloudFormation with misconfigured stack policy allowing unauthorized updates.,Access Control,AWS,0,1,0,0,0,0,0,1,0,0
,Azure Machine Learning with misconfigured endpoint exposing model data.,Data Exposure,Azure,25,1,0,0,1,0,0,0,0,0
,GCP Cloud Monitoring with misconfigured dashboard exposing sensitive metrics.,Data Exposure,GCP,25,1,0,0,1,0,0,0,0,0
